Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,What year were you born in?,What is your gender?,Team Name,Survey Data,Well-being,Engagement,Autonomy,Belonging,Competence,Needs,Leadership,Management,Returns,Rewards,Status
5,4,4,5,5,5,5,5,4,3,5,4,5,5,5,4,5,4,4,2,4,3,3,3,5,3,4,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.5,4.4,4.3,4.7,5.0,4.6,4.7,3.7,4.5,3.0,3.5
4,4,5,4,4,5,5,3,4,4,4,5,5,4,5,5,5,4,5,4,5,4,5,4,4,5,4,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,2.8,4.4,4.3,4.0,4.0,4.1,5.0,4.5,4.5,4.5,4.5
5,4,4,5,5,4,5,3,4,4,3,5,4,4,4,3,4,4,4,2,4,3,3,4,6,3,5,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.5,4.0,4.3,4.0,5.0,4.4,3.7,3.7,4.0,3.0,4.0
5,4,4,4,2,3,4,4,4,4,3,4,2,4,4,4,4,4,5,3,3,2,3,3,4,2,2,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.9,3.4,4.3,4.0,3.0,3.9,4.0,3.0,3.5,2.5,3.0
5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,6,2,1,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,4.5,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,2,4,5,5,5,3,4,4,4,4,2,4,3,4,5,5,4,4,3,5,1,1,4,5,4,4,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.2,3.4,3.7,3.7,5.0,4.0,4.7,3.3,4.5,1.0,4.5
5,5,5,4,5,4,4,4,4,5,4,5,5,5,5,5,5,4,4,2,5,3,3,4,5,3,4,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.5,4.8,5.0,4.0,4.5,4.5,5.0,3.8,4.0,3.0,4.5
4,3,5,4,3,4,4,4,3,2,3,4,5,4,4,4,5,2,3,4,3,3,1,4,4,6,7,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,1.9,3.6,4.0,3.7,3.5,3.8,4.3,2.8,3.0,2.0,3.5
4,4,4,3,2,4,5,4,5,4,3,5,4,5,5,5,5,4,5,2,3,5,5,4,6,3,3,,,Viestinnän sisällöt -tiimi,2021-10-27 14:05:45.601000,3.9,4.2,4.0,4.7,2.5,3.9,5.0,4.2,4.0,5.0,3.5
5,4,5,4,5,5,4,2,3,5,3,5,4,4,5,5,5,5,5,1,4,5,4,4,4,4,4,,,VOK-Sote,2021-11-01 07:22:30.137000,3.0,4.2,4.7,3.0,4.5,4.0,5.0,4.5,5.0,4.5,4.0
5,2,5,5,5,3,5,5,5,3,4,4,4,5,5,4,4,4,5,1,4,4,3,4,4,2,4,,,VOK-Sote,2021-11-01 07:22:30.137000,3.5,4.0,4.0,5.0,5.0,4.6,4.3,3.7,3.5,3.5,4.0
4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,4,4,6,3,3,,,VOK-Sote,2021-11-01 07:22:30.137000,3.9,4.2,4.0,4.0,5.0,4.2,4.0,4.2,4.5,4.0,4.0
5,4,2,2,4,4,5,5,4,4,4,5,5,4,3,2,2,4,4,4,5,4,3,4,5,4,5,,,VOK-Sote,2021-11-01 07:22:30.137000,3.0,4.4,3.7,4.7,3.0,3.9,2.3,4.0,4.0,3.5,4.5
5,2,5,4,4,5,5,5,5,4,5,4,4,4,4,3,4,2,4,2,4,1,1,4,4,5,5,,,VOK-Sote,2021-11-01 07:22:30.137000,2.5,4.2,4.0,5.0,4.0,4.4,3.7,2.8,3.5,1.0,4.0
5,4,5,4,5,5,4,3,3,2,3,2,5,4,1,2,2,5,5,2,5,4,4,5,6,3,5,,,VOK-Sote,2021-11-01 07:22:30.137000,3.5,3.2,4.7,3.3,4.5,4.1,1.7,4.7,5.0,4.0,5.0
5,4,4,4,4,5,4,5,5,4,5,5,5,4,2,1,1,4,5,1,4,4,4,3,5,5,4,,,VOK-Sote,2021-11-01 07:22:30.137000,3.0,4.6,4.3,4.7,4.0,4.4,1.3,4.0,4.5,4.0,3.5
3,3,4,5,4,2,3,2,2,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,4,4,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,3.5,3.2,3.3,2.3,4.5,3.2,3.0,3.5,2.5,4.0,4.0
5,4,4,4,5,4,5,5,5,4,3,4,4,4,5,5,4,4,4,3,4,3,3,4,6,2,2,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,4.3,3.8,4.3,5.0,4.5,4.6,4.7,3.7,4.0,3.0,4.0
3,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,2,3,2,2,5,3,4,1,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,3.5,4.6,3.3,5.0,5.0,4.4,5.0,3.5,4.5,2.0,4.0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,6,6,3,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,3.2,4.8,4.0,5.0,4.0,4.4,4.0,4.5,4.5,4.5,4.5
4,4,5,5,4,3,4,3,4,4,4,4,5,2,4,5,4,3,4,2,3,4,4,3,4,4,3,,,Netzwerk Freiwilligkeit - Test,2021-11-11 09:50:38.258000,3.2,3.8,4.3,3.7,4.5,4.1,4.3,3.3,3.0,4.0,3.0
5,4,4,3,5,3,5,4,4,4,4,3,4,3,4,3,3,3,4,3,3,3,3,5,5,5,4,,,Team Vol & Scu,2021-11-25 11:36:01.379000,3.0,3.6,4.3,4.3,4.0,4.2,3.3,3.3,3.0,3.0,4.0
5,3,4,4,4,4,3,4,3,4,5,4,4,3,2,3,3,3,3,3,4,3,4,3,5,4,4,,,Team Vol & Scu,2021-11-25 11:36:01.379000,3.2,4.0,4.0,3.3,4.0,3.8,2.7,3.5,3.5,3.5,3.5
4,4,2,3,4,3,1,4,2,3,4,5,3,4,2,2,2,3,4,3,5,2,2,4,4,3,2,,,Team Vol & Scu,2021-11-25 11:36:01.379000,3.7,3.8,3.3,2.3,3.5,3.0,2.0,3.2,3.0,2.0,4.5
5,4,5,5,5,4,5,3,3,4,5,4,5,4,4,3,4,4,5,3,3,3,3,3,6,2,2,,,Team Vol & Scu,2021-11-25 11:36:01.379000,4.3,4.4,4.7,3.7,5.0,4.4,3.7,3.3,4.0,3.0,3.0
5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,4,4,6,1,1,,,Team Vol & Scu,2021-11-25 11:36:01.379000,4.8,5.0,4.3,5.0,4.5,4.6,5.0,4.2,4.5,3.5,4.5
5,5,4,4,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,2,2,5,7,2,3,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,4.3,4.6,4.7,4.0,4.5,4.4,4.0,3.7,4.5,2.0,4.5
4,5,5,5,5,5,3,3,3,5,3,5,5,3,5,5,5,3,4,4,5,5,3,4,5,4,4,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,3.2,4.2,4.7,3.0,5.0,4.1,5.0,4.2,4.0,4.0,4.5
4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,3.2,3.6,4.0,4.0,3.5,3.9,4.0,4.0,4.0,4.0,4.0
2,2,3,4,4,1,3,1,3,2,5,2,4,2,3,1,4,2,4,5,4,4,4,2,3,5,5,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,2.3,3.0,2.3,2.3,4.0,2.8,2.7,2.8,1.5,4.0,3.0
4,5,5,4,5,5,4,5,3,5,4,5,5,4,5,5,5,5,5,1,5,5,4,4,6,3,5,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,3.5,4.6,4.7,4.0,4.5,4.4,5.0,4.7,5.0,4.5,4.5
3,2,4,2,2,4,4,4,3,4,4,4,4,4,2,2,2,3,4,5,4,2,2,2,4,6,6,,,Learning to Change 11 Feb 2022,2022-02-11 18:56:59.599000,2.1,4.0,3.0,3.7,2.0,3.0,2.0,2.8,3.5,2.0,3.0
5,5,5,4,4,5,5,5,5,5,5,3,5,5,3,3,3,5,5,1,4,5,5,4,6,4,4,,,SDG Program Team,2022-05-10 19:08:53.452000,3.5,4.6,5.0,5.0,4.0,4.8,3.0,4.7,5.0,5.0,4.0
2,5,5,5,5,4,2,4,4,4,4,4,4,4,4,2,2,2,4,4,2,4,4,5,6,3,2,,,STAFF-VOLUNTEERS,2022-09-04 16:45:54.383000,4.1,4.0,4.0,3.3,5.0,4.0,2.7,3.5,3.0,4.0,3.5
5,4,4,5,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,2,5,4,3,5,5,3,3,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,3.7,4.4,4.3,4.7,4.5,4.5,5.0,4.5,5.0,3.5,5.0
4,4,4,4,4,5,5,4,4,4,4,4,5,3,4,3,4,4,5,2,1,2,2,4,4,5,5,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,2.5,4.0,4.0,4.3,4.0,4.1,3.7,3.0,4.5,2.0,2.5
5,4,5,4,4,5,4,5,4,5,5,5,5,4,5,5,5,4,5,3,5,5,5,5,6,4,3,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,3.7,4.8,4.7,4.3,4.0,4.4,5.0,4.8,4.5,5.0,5.0
4,4,3,4,5,5,5,4,5,5,5,5,4,5,4,3,3,4,5,1,5,4,5,5,6,2,2,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,4.3,4.8,3.7,4.7,4.5,4.2,3.3,4.7,4.5,4.5,5.0
3,2,4,4,4,4,3,3,3,2,5,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,3.0,3.6,3.0,3.0,4.0,3.2,4.0,3.8,4.0,4.0,3.5
5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,2,5,5,4,5,6,3,2,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,4.1,4.6,5.0,5.0,4.5,4.9,5.0,4.8,5.0,4.5,5.0
5,5,3,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,3,5,5,3,4,4,1,,,JCV Colaborador@s,2022-09-12 13:13:35.885000,3.7,4.8,4.3,5.0,3.0,4.2,5.0,4.3,5.0,5.0,3.0
3,4,2,4,4,5,5,4,3,2,5,5,4,4,4,3,3,1,1,2,3,5,2,5,5,3,4,,,AF test,2022-10-13 12:50:16.123000,3.5,4.0,3.0,4.0,4.0,3.6,3.3,3.5,3.0,3.5,4.0
5,4,4,5,5,4,4,2,4,4,4,4,5,4,5,5,5,4,4,5,3,4,4,5,7,3,2,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,4.3,4.2,4.3,3.3,5.0,4.1,5.0,4.0,4.0,4.0,4.0
5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,3,3,5,5,4,5,5,5,5,6,4,3,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,3.7,4.6,5.0,5.0,5.0,5.0,3.0,4.8,4.5,5.0,5.0
2,3,3,4,5,4,3,2,2,2,4,2,3,4,2,2,3,3,2,3,5,3,2,5,4,6,5,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,2.3,3.0,2.7,2.3,4.5,3.0,2.3,3.7,3.5,2.5,5.0
4,4,4,2,3,4,5,3,5,4,5,4,4,3,4,4,4,5,4,5,4,3,3,4,5,6,5,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,2.5,4.0,4.0,4.3,2.5,3.8,4.0,3.8,4.5,3.0,4.0
3,4,4,5,4,5,4,4,4,3,5,3,3,3,3,2,3,5,4,5,5,4,3,5,4,3,4,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,3.2,3.4,3.7,4.0,4.5,4.0,2.7,4.5,5.0,3.5,5.0
4,4,5,4,4,5,4,3,4,4,5,5,3,2,5,4,5,5,4,3,3,3,3,4,6,4,2,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,3.9,3.8,4.3,3.7,4.0,4.0,4.7,3.8,5.0,3.0,3.5
5,4,5,5,4,5,4,4,3,4,5,5,5,4,4,5,4,5,4,5,4,5,5,4,6,6,4,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,3.0,4.6,4.7,3.7,4.5,4.2,4.3,4.7,5.0,5.0,4.0
4,5,5,5,5,4,5,4,4,5,5,4,5,4,4,4,5,5,4,4,5,4,5,5,6,4,2,,,Polimnios & Antoniou Law,2022-10-17 19:15:05.170000,3.9,4.6,4.7,4.3,5.0,4.6,4.3,4.7,4.5,4.5,5.0
4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,3,4,3,4,2,2,5,6,2,2,,,OPPS,2022-10-18 16:29:28.352000,4.3,4.8,4.0,5.0,4.5,4.5,4.7,3.5,4.0,2.0,4.5
2,5,4,4,4,3,4,4,4,4,5,3,4,4,4,3,4,2,4,3,3,3,4,4,4,3,3,,,OPPS,2022-10-18 16:29:28.352000,3.5,4.0,3.7,4.0,4.0,3.9,3.7,3.2,2.5,3.5,3.5
2,2,4,5,5,5,4,3,5,3,5,4,5,4,3,3,2,3,5,5,1,1,1,5,4,6,5,,,Team 1,2022-11-07 10:55:15.197000,2.3,4.2,2.7,4.0,5.0,3.8,2.7,2.7,4.0,1.0,3.0
4,4,4,5,5,4,3,4,4,5,5,3,5,5,4,3,4,4,5,5,4,4,4,5,6,2,2,,,Team 1,2022-11-07 10:55:15.197000,4.3,4.6,4.0,3.7,5.0,4.1,3.7,4.2,4.0,4.0,4.5
2,3,2,3,3,4,3,4,4,3,5,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,5,,,Team 1,2022-11-07 10:55:15.197000,2.8,3.8,2.3,3.7,3.0,3.0,3.0,3.7,3.5,3.5,4.0
3,2,4,2,3,4,3,3,4,3,3,4,4,3,4,3,3,2,3,4,4,3,3,4,4,4,5,,,Team 1,2022-11-07 10:55:15.197000,2.8,3.4,3.0,3.3,2.5,3.0,3.3,3.3,3.0,3.0,4.0
4,4,5,5,5,5,3,4,3,4,5,2,4,4,2,4,4,5,4,5,4,2,2,4,6,4,4,,,Team 1,2022-11-07 10:55:15.197000,3.5,3.8,4.3,3.3,5.0,4.1,3.3,3.7,5.0,2.0,4.0
4,4,5,3,3,5,3,4,4,3,4,3,5,4,4,4,3,3,3,4,3,3,3,3,7,4,6,,,Team 1,2022-11-07 10:55:15.197000,3.2,3.8,4.3,3.7,3.0,3.8,3.7,3.3,4.0,3.0,3.0
2,3,1,5,3,1,1,1,1,1,5,2,5,1,1,1,1,2,5,5,4,1,1,5,4,6,6,,,Team 1,2022-11-07 10:55:15.197000,2.1,2.8,2.0,1.0,4.0,2.1,1.0,2.3,1.5,1.0,4.5
4,4,4,4,5,5,5,4,3,4,5,5,3,3,5,5,5,5,5,3,5,5,5,5,7,4,3,,,Team 1,2022-11-07 10:55:15.197000,3.9,4.0,4.0,4.0,4.5,4.1,5.0,5.0,5.0,5.0,5.0
4,4,1,5,5,5,3,4,3,5,5,5,5,5,1,1,1,3,5,5,5,1,1,5,5,6,6,,,Team 1,2022-11-07 10:55:15.197000,2.3,5.0,3.0,3.3,5.0,3.6,1.0,3.3,4.0,1.0,5.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,7,4,1,,,Team 1,2022-11-07 10:55:15.197000,4.3,5.0,5.0,5.0,5.0,5.0,4.3,5.0,5.0,5.0,5.0
4,3,4,4,5,4,5,5,5,4,5,4,5,4,4,5,4,4,5,5,5,5,3,3,6,4,3,,,Team 1,2022-11-07 10:55:15.197000,3.7,4.4,3.7,5.0,4.5,4.4,4.3,4.0,4.0,4.0,4.0
4,5,4,4,4,4,4,3,2,4,2,4,4,2,4,4,3,2,4,3,4,4,3,4,5,3,5,,,Team 1,2022-11-07 10:55:15.197000,3.2,3.2,4.3,3.0,4.0,3.8,3.7,3.5,3.0,3.5,4.0
5,4,4,4,4,4,3,4,4,4,5,4,5,5,5,4,4,4,4,3,3,2,3,5,6,5,4,,,Team 1,2022-11-07 10:55:15.197000,3.2,4.6,4.3,3.7,4.0,4.0,4.3,3.5,4.0,2.5,4.0
4,5,4,5,5,5,5,3,3,4,5,5,5,3,4,4,4,5,3,4,4,4,4,5,6,7,6,,,Team 1,2022-11-07 10:55:15.197000,2.3,4.4,4.3,3.7,5.0,4.2,4.0,4.5,5.0,4.0,4.5
4,4,2,4,4,4,4,4,4,4,5,4,4,4,2,1,1,4,4,4,4,4,4,4,5,5,5,,,VM2,2022-11-10 03:43:07.700000,2.8,4.2,3.3,4.0,4.0,3.8,1.3,4.0,4.0,4.0,4.0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,,,Prueba ocac,2022-11-13 11:15:58.269000,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4,4,5,5,5,5,4,4,4,4,5,3,4,4,3,3,2,4,4,5,4,2,2,4,6,2,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.9,4.0,4.3,4.0,5.0,4.4,2.7,3.5,4.5,2.0,4.0
4,3,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,6,3,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.7,4.2,3.7,4.3,3.5,3.9,4.0,3.8,3.5,4.0,4.0
4,4,4,5,5,5,4,3,3,3,4,4,5,4,4,4,4,5,4,4,4,4,4,5,6,6,6,,,CRCS staff 2,2022-11-13 13:28:41.388000,2.5,4.0,4.0,3.3,5.0,4.0,4.0,4.5,5.0,4.0,4.5
3,2,4,4,5,5,3,4,5,3,3,3,5,4,4,4,4,2,5,3,5,1,1,4,5,6,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,2.8,3.6,3.0,4.0,4.5,3.8,4.0,3.0,3.5,1.0,4.5
5,4,2,5,5,5,5,4,5,5,5,5,5,5,2,2,2,5,5,5,5,4,4,5,6,5,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.2,5.0,3.7,4.7,5.0,4.4,2.0,4.7,5.0,4.0,5.0
4,4,4,5,4,4,3,4,5,4,5,4,4,3,4,4,4,5,5,4,4,4,4,5,6,2,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.9,4.0,4.0,4.0,4.5,4.1,4.0,4.3,4.5,4.0,4.5
4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,3,3,3,4,5,5,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.0,4.6,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5
4,3,2,5,5,3,4,3,4,3,4,4,4,4,3,2,2,5,5,4,4,2,1,5,6,5,5,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.0,3.8,3.0,3.7,5.0,3.8,2.3,3.3,4.0,1.5,4.5
4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,3,4,4,5,2,2,5,7,6,6,,,CRCS staff 2,2022-11-13 13:28:41.388000,2.8,4.6,4.0,4.3,5.0,4.4,4.0,3.7,4.0,2.0,5.0
1,1,2,2,1,2,1,1,2,4,5,1,2,1,1,1,1,2,4,5,5,1,1,4,2,7,6,,,CRCS staff 2,2022-11-13 13:28:41.388000,1.5,2.6,1.3,1.3,1.5,1.4,1.0,2.5,2.0,1.0,4.5
4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,6,4,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.5,4.0,4.0,3.7,4.5,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,4,5,5,5,5,3,3,5,4,4,4,3,3,4,2,5,5,4,2,2,5,5,4,4,,,CRCS staff 2,2022-11-13 13:28:41.388000,3.2,4.0,4.0,4.3,4.5,4.2,3.3,3.3,3.5,2.0,4.5
2,3,3,3,3,5,4,4,4,4,5,4,3,3,2,3,2,4,4,3,5,2,3,4,4,4,4,,,prueba2,2022-11-16 20:22:34.878000,3.0,3.8,2.7,4.0,3.0,3.2,2.3,3.8,4.5,2.5,4.5
4,4,5,3,4,4,4,4,4,4,3,4,4,3,2,2,2,3,4,5,3,1,2,4,5,7,7,,,prueba,2022-11-16 20:22:44.581000,1.9,3.6,4.3,4.0,3.5,4.0,2.0,2.8,3.5,1.5,3.5
4,5,4,4,5,4,4,4,4,5,4,5,5,4,5,5,5,2,5,2,4,4,4,4,6,4,5,,,NSDS managers,2022-12-04 16:55:04.610000,3.2,4.6,4.3,4.0,4.5,4.2,5.0,3.7,3.0,4.0,4.0
5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,3,4,4,3,5,7,4,4,,,NSDS managers,2022-12-04 16:55:04.610000,3.7,4.6,4.7,4.7,5.0,4.8,5.0,4.3,5.0,3.5,4.5
4,3,5,4,2,2,2,2,3,2,5,4,4,3,5,5,5,2,4,3,4,2,2,5,4,5,5,,,NSDS managers,2022-12-04 16:55:04.610000,2.5,3.6,4.0,2.3,3.0,3.1,5.0,2.8,2.0,2.0,4.5
4,5,3,4,4,2,4,3,3,4,4,3,3,3,2,2,2,4,4,3,4,2,1,5,5,5,6,,,NSDS managers,2022-12-04 16:55:04.610000,2.5,3.4,4.0,3.3,4.0,3.8,2.0,3.0,3.0,1.5,4.5
4,4,2,4,4,4,4,3,3,3,2,2,4,4,2,2,4,2,4,3,1,3,3,4,4,5,5,,,NSDS managers,2022-12-04 16:55:04.610000,2.5,3.0,3.3,3.3,4.0,3.5,2.7,2.8,3.0,3.0,2.5
4,4,5,5,5,4,4,5,2,5,5,5,5,4,4,5,4,4,4,3,2,5,4,4,6,4,4,,,NSDS managers,2022-12-04 16:55:04.610000,3.5,4.8,4.3,3.7,5.0,4.2,4.3,3.8,4.0,4.5,3.0
4,4,5,4,4,3,3,4,4,3,5,4,4,4,3,4,4,4,4,1,3,2,4,5,5,2,4,,,NSDS managers,2022-12-04 16:55:04.610000,3.7,4.0,4.3,3.7,4.0,4.0,3.7,3.5,3.5,3.0,4.0
4,4,5,5,4,5,4,4,3,3,5,5,5,5,3,2,5,5,4,3,5,2,2,4,4,6,5,,,CinémaBio,2022-12-13 09:35:17.610000,2.3,4.6,4.3,3.7,4.5,4.1,3.3,3.8,5.0,2.0,4.5
5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,2,,,CinémaBio,2022-12-13 09:35:17.610000,3.5,3.8,4.3,3.7,4.0,4.0,3.3,3.2,3.5,3.0,3.0
5,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,5,4,5,3,4,4,4,4,6,4,4,,,CKD unit 2023,2023-02-15 16:02:58.890000,3.5,4.6,5.0,4.0,4.5,4.5,4.7,4.2,4.5,4.0,4.0
5,5,5,5,5,4,5,4,4,4,4,4,4,3,5,5,5,4,4,4,3,4,4,4,5,4,4,,,CKD unit 2023,2023-02-15 16:02:58.890000,3.2,3.8,5.0,4.3,5.0,4.8,5.0,3.8,4.0,4.0,3.5
4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,5,2,3,4,4,4,4,1,2,,,CKD unit 2023,2023-02-15 16:02:58.890000,4.1,4.0,4.3,4.3,4.0,4.2,5.0,3.8,4.0,4.0,3.5
1,5,5,5,5,5,3,4,5,5,2,5,5,5,5,5,5,4,5,1,3,5,5,5,6,3,3,,,CKD unit 2023,2023-02-15 16:02:58.890000,3.9,4.4,3.7,4.0,5.0,4.1,5.0,4.5,4.5,5.0,4.0
4,5,4,5,5,5,4,4,4,5,4,5,4,5,5,5,5,5,4,3,4,4,4,5,6,2,2,,,CKD unit 2023,2023-02-15 16:02:58.890000,4.3,4.6,4.3,4.0,5.0,4.4,5.0,4.5,5.0,4.0,4.5
5,5,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,1,5,5,5,5,6,6,4,,,CKD unit 2023,2023-02-15 16:02:58.890000,3.0,4.6,5.0,4.7,4.5,4.8,5.0,5.0,5.0,5.0,5.0
2,4,4,4,4,4,2,4,4,4,2,3,4,3,2,4,4,4,4,4,4,4,4,5,4,5,5,,,CKD unit 2023,2023-02-15 16:02:58.890000,2.5,3.2,3.3,3.3,4.0,3.5,3.3,4.2,4.0,4.0,4.5
5,4,4,4,4,5,4,5,5,4,3,4,5,4,5,4,4,4,5,2,5,4,4,3,4,4,4,,,VYED,2023-03-17 14:31:49.186000,3.0,4.0,4.3,4.7,4.0,4.4,4.3,4.2,4.5,4.0,4.0
5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,6,2,2,,,VYED,2023-03-17 14:31:49.186000,4.3,5.0,5.0,4.7,4.5,4.8,5.0,4.8,5.0,5.0,4.5
4,2,5,5,5,3,4,4,4,3,4,4,5,5,5,3,5,1,5,3,3,3,1,3,3,6,6,,,VYED,2023-03-17 14:31:49.186000,1.9,4.2,3.7,4.0,5.0,4.1,4.3,2.3,2.0,2.0,3.0
4,3,5,3,4,4,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4,,,VYED,2023-03-17 14:31:49.186000,3.2,4.4,4.0,4.7,3.5,4.1,4.0,3.7,4.0,3.0,4.0
4,4,5,4,4,4,4,3,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4,5,4,5,5,,,VYED,2023-03-17 14:31:49.186000,2.5,3.8,4.3,3.7,4.0,4.0,5.0,4.2,4.0,4.0,4.5
2,2,2,4,4,4,4,3,4,3,4,2,4,4,2,2,2,3,4,3,4,4,4,3,4,4,4,,,Coordinators,2023-04-17 09:27:40.256000,3.0,3.4,2.0,3.7,4.0,3.1,2.0,3.7,3.5,4.0,3.5
5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,6,3,1,,,Coordinators,2023-04-17 09:27:40.256000,4.3,4.8,5.0,5.0,4.0,4.8,5.0,4.8,5.0,5.0,4.5
5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,4,5,3,4,5,6,3,1,,,Coordinators,2023-04-17 09:27:40.256000,4.3,4.8,5.0,5.0,5.0,5.0,4.0,4.5,5.0,3.5,5.0
4,3,5,5,4,5,5,5,4,3,5,2,5,3,3,3,4,5,5,4,4,3,2,4,3,4,6,,,Coordinators,2023-04-17 09:27:40.256000,2.3,3.6,4.0,4.7,4.5,4.4,3.3,3.8,5.0,2.5,4.0
2,2,4,2,4,5,5,2,4,2,5,4,5,5,5,5,5,1,5,5,4,2,1,5,4,6,2,,,Coordinators,2023-04-17 09:27:40.256000,3.0,4.2,2.7,3.7,3.0,3.1,5.0,3.0,3.0,1.5,4.5
