Team Name,Survey Data,Well-being,Needs,Engagement,Autonomy,Belonging,Competence,Leadership,Management,Returns,Rewards,Status,Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,Volunteer,Staff,Position,Country,Region,region,frontline,Front
Bilhorod-Dnistrovska_District_Volunteers,2024-07-08 08:23:53.852000,4.1,3.9,4.4,4.0,3.7,4.0,4.0,3.8,4.0,3.5,4.0,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,3,4,4,3,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bilhorod-Dnistrovska_District_Volunteers,2024-07-08 08:23:53.852000,4.6,4.2,4.4,4.3,4.3,4.0,4.7,4.2,4.5,4.0,4.0,4,4,5,4,4,5,5,4,4,4,5,4,5,4,5,5,4,4,5,3,4,4,4,4,7,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bilhorod-Dnistrovska_District_Volunteers,2024-07-08 08:23:53.852000,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bilhorod-Dnistrovska_District_Volunteers,2024-07-08 08:23:53.852000,3.4,3.8,3.8,4.0,3.3,4.0,4.0,4.2,4.0,4.0,4.5,5,4,3,4,4,5,4,3,3,3,4,4,4,4,4,4,4,3,5,2,5,4,4,4,5,4,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bilhorod-Dnistrovska_District_Volunteers,2024-07-08 08:23:53.852000,4.6,5.0,4.8,5.0,5.0,5.0,5.0,4.5,5.0,3.5,5.0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,3,4,5,7,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,4.1,4.5,5.0,4.7,4.3,4.5,4.3,4.3,4.5,4.0,4.5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,4,5,4,5,3,4,4,4,5,5,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,3.9,3.8,4.0,3.7,3.7,4.0,4.0,3.8,4.0,4.0,3.5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,6,3,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,3.7,3.5,3.2,3.3,3.3,4.0,3.0,3.2,3.0,3.0,3.5,3,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,5.0,4.2,4.2,4.7,4.0,4.0,4.0,3.8,3.5,4.0,4.0,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,2,4,4,4,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,3.7,3.9,4.0,3.7,4.0,4.0,4.0,3.5,2.5,4.0,4.0,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Izmail_District_Volunteers,2024-07-08 08:36:53.440000,5.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,5,7,1,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bolgradska_District_Volunteers,2024-07-08 08:37:05.244000,3.4,3.5,4.0,3.3,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bolgradska_District_Volunteers,2024-07-08 08:37:05.244000,4.8,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,7,2,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bolgradska_District_Volunteers,2024-07-08 08:37:05.244000,3.7,4.0,4.2,4.0,4.0,4.0,4.0,3.8,4.5,4.0,3.0,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,3,5,3,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Bolgradska_District_Volunteers,2024-07-08 08:37:05.244000,4.1,3.8,4.0,4.3,2.7,4.5,2.0,3.2,3.5,2.0,4.0,4,4,5,5,4,4,3,3,2,3,5,5,5,2,2,2,2,3,3,4,4,2,2,4,7,3,3,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Rozdilnianska_District_Volunteers,2024-07-08 08:37:37.513000,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,7,1,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Rozdilnianska_District_Volunteers,2024-07-08 08:37:37.513000,3.9,4.1,4.0,3.7,4.3,4.5,4.0,4.2,4.5,4.0,4.0,4,4,3,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,2,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Rozdilnianska_District_Volunteers,2024-07-08 08:37:37.513000,4.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Rozdilnianska_District_Volunteers,2024-07-08 08:37:37.513000,4.1,4.5,4.8,5.0,4.0,4.5,3.3,4.5,4.5,4.5,4.5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,4,2,4,4,5,2,5,5,4,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Rozdilnianska_District_Volunteers,2024-07-08 08:37:37.513000,4.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,2,1,1,0,Volunteer,Ukraine,Europe,Odessa Region,Not frontline,0
Berdychiv_City_JointStaffVolunteers,2024-07-08 10:00:32.750000,3.9,4.8,4.2,4.7,5.0,4.5,5.0,4.8,4.5,5.0,5.0,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,3,5,5,5,5,6,3,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Berdychiv_City_JointStaffVolunteers,2024-07-08 10:00:32.750000,4.6,4.6,4.4,5.0,4.7,4.0,4.7,4.3,5.0,4.0,4.0,5,5,5,4,4,5,5,4,5,5,4,5,4,4,5,4,5,5,5,3,4,4,4,4,7,3,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Berdychiv_City_JointStaffVolunteers,2024-07-08 10:00:32.750000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.2,4.5,4.0,4.0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Berdychiv_City_JointStaffVolunteers,2024-07-08 10:00:32.750000,3.7,4.8,4.8,4.3,5.0,5.0,5.0,4.7,5.0,5.0,4.0,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,5,5,5,5,4,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Berdychiv_City_JointStaffVolunteers,2024-07-08 10:00:32.750000,2.8,3.1,3.0,3.7,2.7,3.0,3.3,3.0,3.0,2.5,3.5,4,3,4,4,2,4,2,2,4,4,5,2,2,2,2,4,4,2,4,2,4,4,1,3,3,5,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Zhytomyr_City_JointStaffVolunteers,2024-07-08 10:00:53.387000,3.2,3.9,3.6,4.0,3.7,4.0,3.7,3.2,3.5,3.0,3.0,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,4,4,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Zhytomyr_City_JointStaffVolunteers,2024-07-08 10:00:53.387000,4.8,5.0,4.4,5.0,5.0,5.0,5.0,4.5,5.0,4.0,4.5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,2,4,4,4,5,6,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Zhytomyr_City_JointStaffVolunteers,2024-07-08 10:00:53.387000,4.3,4.0,4.0,4.0,4.0,4.0,3.7,4.2,4.5,4.0,4.0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,7,3,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Zhytomyr_City_JointStaffVolunteers,2024-07-08 10:00:53.387000,3.2,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,4,4,4,4,4,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Korosten_City_JointStaffVolunteers,2024-07-08 10:01:11.093000,4.6,4.1,4.0,4.0,4.3,4.0,4.0,4.3,5.0,3.5,4.5,4,4,4,4,4,5,5,4,4,5,4,4,4,3,4,4,4,5,5,3,4,3,4,5,7,3,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Korosten_City_JointStaffVolunteers,2024-07-08 10:01:11.093000,4.8,4.5,4.8,4.3,4.7,4.5,4.0,4.8,4.5,5.0,5.0,5,4,4,5,4,5,5,5,4,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,6,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Korosten_City_JointStaffVolunteers,2024-07-08 10:01:11.093000,3.2,4.5,4.0,4.3,4.7,4.5,3.3,4.5,5.0,4.0,4.5,4,4,5,5,4,5,4,5,5,4,5,3,4,4,4,3,3,5,5,3,5,4,4,4,4,4,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,3.2,4.1,3.6,4.3,4.0,4.0,4.3,3.8,4.0,3.5,4.0,4,4,5,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,2,4,3,4,4,4,4,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,3.2,4.4,4.8,4.0,5.0,4.0,4.3,4.5,4.5,4.0,5.0,4,3,5,4,4,4,5,5,5,4,5,5,5,5,5,3,5,5,5,3,5,4,4,5,6,6,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,4.6,3.9,3.6,4.3,3.3,4.0,4.0,4.0,4.0,3.5,4.5,5,4,4,4,4,4,4,3,3,3,4,5,3,3,4,4,4,4,4,3,5,4,3,4,6,2,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,2.6,3.6,3.6,3.7,4.0,3.0,3.3,4.3,4.5,4.0,4.5,4,4,3,2,4,5,5,4,3,4,3,3,4,4,3,3,4,4,4,3,4,4,4,5,4,6,4,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,4.1,4.0,3.6,4.0,4.0,4.0,4.0,3.8,4.0,4.0,3.5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,5.0,4.8,4.8,5.0,5.0,4.0,4.3,4.2,4.5,4.0,4.0,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,3,4,4,4,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,3.0,3.4,3.6,3.0,3.3,4.0,4.0,3.7,4.0,3.0,4.0,3,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,5,5,4,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Novohrad-Volunskyy_District_JointStaffVolunteers,2024-07-08 10:01:25.432000,3.7,4.4,4.8,4.0,4.3,5.0,4.3,3.8,4.5,3.5,3.5,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,3,3,3,4,4,5,4,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,2.6,3.2,2.6,3.3,2.7,4.0,2.0,3.7,4.5,3.0,3.5,4,2,4,4,4,5,3,2,3,3,2,1,3,4,2,2,2,4,4,3,3,3,3,4,5,6,5,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,3.8,4.0,4.0,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,5,2,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,3.2,3.9,3.4,4.0,3.7,4.0,3.7,3.8,4.0,4.0,3.5,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,4.6,3.8,3.4,3.7,3.7,4.0,3.7,3.8,4.0,4.0,3.5,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,4,3,3,4,4,4,5,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,4.3,4.5,3.8,4.3,4.7,4.5,5.0,3.8,4.0,4.0,3.5,4,4,5,5,4,4,5,4,5,4,4,4,3,4,5,5,5,4,5,3,4,4,4,3,5,2,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Radomyshl_District_JointStaffVolunteers,2024-07-08 10:01:39.968000,3.7,4.2,4.4,4.3,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,7,7,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,3.0,4.0,3.6,3.7,3.7,5.0,2.0,3.7,4.5,3.0,3.5,4,4,3,5,5,5,4,3,4,4,3,4,4,3,2,2,2,4,4,3,3,3,3,4,4,5,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,3.9,4.2,3.8,4.3,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4,4,5,5,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,5,4,4,4,4,3,2,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,4.3,4.9,5.0,4.7,5.0,5.0,4.3,5.0,5.0,5.0,5.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,7,3,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,5.0,4.6,4.6,4.3,4.7,5.0,5.0,4.5,4.5,4.0,5.0,5,4,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,3,5,4,4,5,7,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,4.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,4.1,3.9,4.0,4.0,4.0,3.5,4.3,3.7,4.0,4.0,3.0,4,4,4,3,4,4,5,3,4,4,5,4,3,4,5,4,4,4,5,3,3,4,4,3,5,3,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,4.1,4.0,4.0,4.0,4.0,4.0,3.7,3.8,4.0,3.5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,5.0,4.1,4.0,4.3,4.0,4.0,3.3,3.5,4.0,2.0,4.5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,5,2,2,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,3.7,4.0,4.2,4.0,4.0,4.0,4.0,4.2,4.5,4.5,3.5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,5,4,4,5,4,2,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,4.8,4.2,4.0,4.7,3.7,4.5,4.0,4.0,4.0,4.0,4.0,5,4,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,6,1,1,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Ruzhyn_District_JointStaffVolunteers,2024-07-08 10:02:01.308000,3.7,4.1,4.0,4.0,4.3,4.0,4.0,3.8,4.5,3.5,3.5,4,4,4,4,4,5,4,4,5,5,4,4,3,4,4,4,4,4,5,3,3,3,4,4,5,3,3,1,0,Volunteer,Ukraine,Europe,Zytomyr Region,Not frontline,0
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,2.6,3.2,3.2,2.7,3.3,4.0,2.7,2.3,2.0,2.5,2.5,3,3,2,4,4,3,3,3,4,2,5,1,4,4,2,3,3,1,5,2,3,4,1,2,4,6,4,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,4.8,4.0,3.8,4.0,4.0,4.0,3.7,3.7,3.5,3.5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,2,4,4,3,4,6,1,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,3.9,3.9,4.0,4.0,3.7,4.0,3.0,4.2,4.0,4.0,4.5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,5,2,4,4,4,5,5,3,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,3.0,5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,4,4,4,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,5.0,4.8,4.8,4.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,7,1,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,4.1,4.9,5.0,4.7,5.0,5.0,4.7,4.8,5.0,4.5,5.0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,6,4,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,2.8,3.6,3.6,3.0,4.0,4.0,2.3,4.0,4.0,4.0,4.0,3,3,3,4,4,4,5,4,3,3,5,3,4,3,3,2,2,4,4,2,4,4,4,4,4,5,4,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,3.7,5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Dobropillya_District_Joint_Staff_Volunteers,2024-07-08 13:50:06.596000,4.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.9,4.4,4.6,4.0,4.3,5.0,1.0,4.3,4.5,4.0,4.5,5,5,2,5,5,5,5,5,3,3,5,5,5,5,1,1,1,4,4,3,4,4,4,5,7,4,3,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.4,3.6,3.8,3.3,3.7,4.0,4.0,3.0,3.0,2.0,4.0,4,2,4,4,4,2,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,4,3,3,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.3,4.8,4.6,5.0,4.7,4.5,4.3,4.7,4.5,5.0,4.5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,5,4,4,4,5,1,4,5,5,5,6,2,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.9,3.5,4.0,3.0,3.7,4.0,3.0,3.8,4.0,3.0,4.5,3,4,2,4,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,3,5,4,2,4,5,3,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,4.2,4.5,3.0,5.0,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,6,1,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.7,3.6,3.8,3.7,3.3,4.0,3.3,3.8,4.5,3.0,4.0,3,4,4,4,4,4,4,3,3,3,4,5,4,3,4,3,3,5,4,3,4,3,3,4,5,3,3,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.6,4.6,4.8,4.7,5.0,4.0,4.3,4.7,4.5,5.0,4.5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,5,5,5,6,2,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.4,3.5,4.0,3.3,3.7,3.5,3.0,3.7,4.0,3.0,4.0,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,3,4,4,4,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.9,4.2,4.8,4.3,4.3,4.0,3.7,4.2,4.5,4.0,4.0,5,4,4,4,4,5,4,5,4,4,5,5,5,5,4,3,4,4,3,3,4,4,4,4,6,4,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.1,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,6,3,2,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
Pokrovsk_District_Joint_Staff_Volunteers,2024-07-08 13:50:28.411000,3.9,3.1,3.4,2.7,3.3,3.5,2.0,3.0,2.5,2.0,4.5,3,3,2,4,3,3,4,3,3,3,4,3,4,3,2,2,2,2,3,3,4,2,2,5,6,2,4,1,0,Volunteer,Ukraine,Europe,Donetsk Region,Frontline,1
