Team Name,Well-being,Needs,Engagement,Autonomy,Belonging,Competence,Leadership,Management,Returns,Rewards,Status,Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,Volunteer,Staff,Position,Country,Region
Ош-2,4.3,4.2,4.8,4.7,4.3,3.5,5.0,4.8,5.0,5.0,4.5,4,5,5,4,3,5,5,3,5,5,5,5,4,5,5,5,5,5,5,3,4,5,5,5,6,3,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,3.6,4.4,4.0,3.7,3.0,4.3,4.8,5.0,4.5,5.0,4,3,5,3,3,5,4,3,4,5,4,4,5,4,5,3,5,5,5,5,5,4,5,5,7,1,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.8,3.1,2.8,2.7,2.7,4.5,3.3,3.3,4.0,2.5,3.5,3,2,3,4,5,4,3,1,4,5,1,4,3,1,2,4,4,4,5,2,2,3,2,5,4,6,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.2,4.9,5.0,4.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.6,4.4,4.8,4.3,4.7,4.0,4.3,4.5,4.0,4.5,5.0,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,3,5,3,5,3,5,4,5,5,5,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.5,4.8,4.0,5.0,4.5,3.3,4.8,5.0,5.0,4.5,5,3,4,4,5,5,5,5,5,5,4,5,5,5,4,3,3,5,5,5,5,5,5,4,7,2,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.0,4.5,4.4,4.0,4.7,5.0,3.7,4.7,4.0,5.0,5.0,3,5,4,5,5,5,5,4,5,5,5,3,5,4,4,4,3,3,5,3,5,5,5,5,5,6,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.9,5.0,5.0,5.0,4.5,5.0,4.5,4.0,4.5,5.0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.8,5.0,5.0,5.0,4.0,4.3,4.8,5.0,5.0,4.5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,5,5,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,5.0,5.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,7,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,4.8,4.6,5.0,4.7,4.5,3.7,4.2,4.5,4.0,4.0,5,5,5,5,4,5,5,5,4,5,4,4,5,5,4,3,4,4,4,4,3,4,4,5,6,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.6,5.0,5.0,4.7,4.0,4.3,4.2,5.0,4.0,3.5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,3,3,3,5,4,7,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.5,4.2,5.0,4.3,4.0,4.3,4.0,5.0,3.5,3.5,5,5,5,5,3,5,5,5,3,3,5,5,5,3,3,5,5,5,5,3,3,3,4,4,5,2,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.7,4.4,4.6,4.7,5.0,3.0,4.7,4.7,4.5,5.0,4.5,5,4,5,2,4,4,5,5,5,5,5,5,3,5,5,4,5,5,2,5,4,5,5,5,4,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,2,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.0,4.9,4.8,4.7,5.0,5.0,5.0,4.8,5.0,4.5,5.0,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,7,4,7,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.6,4.9,5.0,5.0,4.7,5.0,4.7,4.7,5.0,4.0,5.0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,6,1,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,4.6,4.6,4.3,4.7,5.0,5.0,3.8,4.5,2.0,5.0,3,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2,5,4,1,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.9,4.8,5.0,5.0,4.5,4.7,4.0,4.5,3.5,4.0,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,2,5,4,6,3,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.9,4.6,5.0,4.3,5.0,4.5,5.0,4.7,5.0,4.0,5.0,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.6,5.0,5.0,5.0,5.0,5.0,5.0,3.8,3.5,3.0,5.0,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,6,1,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,4,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.9,5.0,5.0,4.7,5.0,5.0,4.7,4.5,4.5,5.0,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,6,3,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.6,5.0,4.7,4.7,4.5,4.7,4.7,5.0,4.5,4.5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,5.0,4.6,5.0,5.0,5.0,4.7,4.7,5.0,4.5,4.5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,4,4,5,5,6,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.8,5.0,4.7,5.0,4.5,5.0,4.8,5.0,5.0,4.5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,7,2,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.5,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,6,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,4.0,5.0,3.7,4.0,4.5,3.0,4.8,5.0,4.5,5.0,3,3,5,4,5,5,5,3,4,5,5,5,5,5,5,2,2,5,5,5,5,4,5,5,7,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,5.0,4.8,5.0,5.0,5.0,5.0,4.3,5.0,3.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.4,4.9,5.0,5.0,5.0,4.5,5.0,4.7,5.0,5.0,4.0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,4.2,4.4,4.3,4.3,4.0,5.0,4.3,5.0,3.0,5.0,5,4,4,4,4,5,4,4,5,5,5,4,5,3,5,5,5,5,5,5,5,3,3,5,6,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.6,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.8,4.4,5.0,4.3,4.7,4.0,5.0,5.0,5.0,5.0,5.0,3,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.6,4.1,5.0,2.7,5.0,5.0,5.0,4.8,4.5,5.0,5.0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,7,7,6,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.9,5.0,4.8,5.0,5.0,5.0,4.7,4.7,5.0,4.5,4.5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,5,4,5,6,4,2,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.3,4.9,4.0,5.0,4.7,5.0,4.3,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,4,5,3,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,7,5,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.4,4.4,5.0,5.0,3.7,4.5,4.3,4.8,5.0,4.5,5.0,5,5,5,4,5,5,5,5,1,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,7,2,7,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.6,4.9,4.8,5.0,4.7,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,6,6,6,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,7,6,5,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.9,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,2.8,4.4,4.4,5.0,3.3,5.0,2.7,4.5,4.0,5.0,4.5,5,5,5,5,5,4,4,5,1,5,5,5,5,2,4,2,2,4,5,5,5,5,5,4,5,4,6,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.1,4.6,5.0,4.0,5.0,5.0,5.0,4.3,5.0,4.0,4.0,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,7,3,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,3.4,4.8,4.4,5.0,4.3,5.0,3.7,4.5,3.5,5.0,5.0,5,5,5,5,5,4,4,4,5,5,4,5,5,3,4,4,3,3,5,3,5,5,5,5,5,4,3,1,0,Volunteer,Kyrgyzstan,Europe
Ош-2,4.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.4,4.9,4.8,5.0,4.7,5.0,2.3,4.2,4.5,5.0,3.0,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1,1,4,5,1,1,5,5,5,6,6,2,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,2.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.1,4.9,5.0,5.0,5.0,4.5,4.7,4.7,5.0,4.5,4.5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,3,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.2,3.1,4.0,3.3,3.3,2.5,3.3,3.3,3.0,3.5,3.5,4,4,2,2,3,4,4,3,3,5,5,5,3,2,2,4,4,2,4,2,3,4,3,4,2,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.8,4.9,5.0,5.0,5.0,4.5,5.0,4.7,5.0,4.0,5.0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.7,4.1,4.4,3.7,4.3,4.5,4.7,4.8,5.0,5.0,4.5,1,5,5,4,5,5,5,4,4,5,3,5,5,4,5,4,5,5,5,3,4,5,5,5,6,3,4,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.1,4.0,4.6,5.0,3.7,3.0,3.7,4.3,5.0,3.0,5.0,5,5,5,3,3,5,5,3,3,5,5,5,4,4,3,4,4,5,5,5,5,3,3,5,6,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.2,3.9,4.6,4.0,3.7,4.0,3.7,4.2,5.0,5.0,2.5,5,2,5,3,5,5,5,2,4,5,3,5,5,5,3,3,5,5,5,5,2,5,5,3,5,5,3,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.0,4.2,4.4,4.3,4.7,3.5,5.0,4.5,5.0,4.0,4.5,5,5,3,3,4,5,5,5,4,3,4,5,5,5,5,5,5,5,5,4,4,3,5,5,7,6,5,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.6,4.9,5.0,5.0,5.0,4.5,4.7,5.0,5.0,5.0,5.0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,7,3,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,2.3,4.5,5.0,3.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.3,4.0,4.6,3.3,4.3,4.5,3.7,3.8,4.0,4.0,3.5,5,4,1,4,5,4,5,4,4,5,5,5,5,3,3,3,5,4,5,3,3,4,4,4,6,2,2,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.1,4.2,4.2,4.3,4.0,4.5,4.7,3.8,3.0,4.0,4.5,4,5,4,4,5,3,5,4,3,4,5,5,4,3,4,5,5,3,4,3,4,3,5,5,6,3,2,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.0,4.6,4.8,5.0,4.7,4.0,3.7,4.5,5.0,4.0,4.5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,3,4,4,5,5,5,5,4,4,4,6,5,5,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.6,3.9,5.0,4.3,4.3,2.5,5.0,3.5,3.5,2.0,5.0,3,5,5,3,2,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,5,1,3,5,5,1,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,6,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,3.9,4.9,4.8,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,Volunteer,Kyrgyzstan,Europe
Жалал-Абад <30,4.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.0,4.4,5.0,4.3,4.3,4.5,3.7,4.7,5.0,4.0,5.0,5,3,5,4,5,5,5,4,4,5,5,5,5,5,4,4,3,5,5,3,5,4,4,5,5,5,4,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.8,4.8,4.8,5.0,4.7,4.5,4.7,4.3,4.0,5.0,4.0,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5,3,5,5,3,5,5,5,6,7,4,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.8,4.6,5.0,4.7,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,2,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.3,5.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,7,7,7,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.3,4.2,4.0,4.3,4.7,3.5,4.3,4.2,4.0,4.0,4.5,4,5,4,3,4,5,5,4,5,5,4,4,4,3,4,4,5,3,5,3,4,4,4,5,6,2,2,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,7,1,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.8,4.6,5.0,4.7,4.7,4.5,4.0,4.2,4.5,3.5,4.5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,2,5,5,5,5,5,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,7,7,7,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.2,4.2,4.6,5.0,3.0,5.0,4.0,4.5,5.0,4.0,4.5,5,5,5,5,5,5,5,2,2,5,5,5,5,3,5,4,3,5,5,4,5,4,4,4,6,3,6,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.7,4.4,3.4,4.3,5.0,3.5,4.7,5.0,5.0,5.0,5.0,5,3,5,3,4,5,5,5,5,5,5,2,2,3,5,4,5,5,5,5,5,5,5,5,7,7,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.4,4.9,4.4,5.0,4.7,5.0,3.7,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,4,5,4,5,5,3,3,4,4,5,5,4,5,5,5,5,5,4,3,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.1,5.0,4.6,5.0,5.0,5.0,4.3,4.7,5.0,4.0,5.0,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,6,4,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.6,4.8,5.0,5.0,5.0,4.0,5.0,4.8,5.0,5.0,4.5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,7,3,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.7,4.9,5.0,4.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,7,7,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.6,3.9,3.4,4.7,3.0,4.0,4.7,4.0,4.0,3.5,4.5,5,5,4,5,3,5,5,1,3,4,3,5,2,3,4,5,5,3,4,5,4,2,5,5,5,6,5,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.3,3.8,5.0,3.7,4.0,3.5,5.0,5.0,5.0,5.0,5.0,5,1,5,4,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,6,2,2,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.6,4.9,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,6,7,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.8,4.2,4.6,5.0,3.7,4.0,4.3,4.0,5.0,2.0,5.0,5,5,5,4,4,5,5,3,3,5,5,5,5,3,4,5,4,5,5,3,5,2,2,5,7,6,6,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.9,4.2,4.6,4.0,4.0,5.0,5.0,4.5,4.0,4.5,5.0,3,4,5,5,5,4,4,3,5,5,5,5,5,3,5,5,5,4,4,3,5,4,5,5,6,4,2,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.3,4.4,4.6,4.3,4.0,5.0,4.0,3.5,3.5,3.5,3.5,5,3,5,5,5,3,5,4,3,5,5,5,5,3,4,4,4,4,4,3,2,4,3,5,5,2,1,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",2.6,4.1,4.6,4.0,4.7,3.5,4.0,4.0,3.0,4.5,4.5,3,4,5,3,4,2,5,5,4,4,4,5,5,5,4,4,4,4,4,5,5,4,5,4,6,6,6,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",3.2,4.8,4.2,5.0,5.0,4.0,4.7,4.7,5.0,5.0,4.0,5,5,5,4,4,5,5,5,5,4,4,3,5,5,5,5,4,5,5,5,5,5,5,3,7,3,7,1,0,Volunteer,Kyrgyzstan,Europe
"Команда ""Баткен 1""",4.8,4.9,4.8,4.7,5.0,5.0,5.0,3.5,4.5,1.0,5.0,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,1,1,5,6,1,1,1,0,Volunteer,Kyrgyzstan,Europe
NSKPD 2021,3.0,4.1,4.4,3.7,4.7,4.0,3.0,4.3,5.0,3.5,4.5,1,5,5,4,4,5,5,5,4,5,4,5,4,4,3,3,3,5,4,3,5,4,3,4,4,4,4,1,0,Volunteer,Global,Global
NSKPD 2021,2.8,3.4,4.4,3.7,3.0,3.5,4.0,4.0,4.0,4.0,4.0,3,4,4,3,4,4,3,2,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,6,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.9,4.8,4.8,4.7,4.7,5.0,4.7,4.8,5.0,4.5,5.0,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,3,5,4,5,5,6,3,3,1,0,Volunteer,Global,Global
NSKPD 2021,3.0,4.1,3.4,3.7,4.7,4.0,4.0,3.2,4.0,2.5,3.0,4,3,4,4,4,4,5,4,5,3,4,3,4,3,4,4,4,4,4,3,3,2,3,3,4,4,4,1,0,Volunteer,Global,Global
NSKPD 2021,4.3,4.9,4.8,4.7,5.0,5.0,5.0,4.8,4.5,5.0,5.0,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,6,2,2,1,0,Volunteer,Global,Global
NSKPD 2021,3.2,4.5,4.6,4.3,4.7,4.5,5.0,4.7,4.0,5.0,5.0,5,4,4,4,5,3,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,7,6,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.2,4.2,4.4,4.3,4.3,4.0,3.7,3.5,3.0,3.0,4.5,5,4,4,4,4,3,4,5,4,4,4,5,5,4,4,4,3,3,4,3,4,3,3,5,6,4,5,1,0,Volunteer,Global,Global
NSKPD 2021,4.8,4.5,5.0,5.0,3.7,5.0,4.0,4.2,4.5,4.0,4.0,5,5,5,5,5,5,4,3,4,5,5,5,5,5,4,4,4,4,4,3,4,3,5,4,7,2,1,1,0,Volunteer,Global,Global
NSKPD 2021,1.9,3.8,4.6,3.7,3.3,4.5,4.3,3.5,2.0,4.0,4.5,3,4,4,4,5,2,3,3,4,4,4,5,5,5,4,5,4,2,5,3,4,4,4,5,4,6,7,1,0,Volunteer,Global,Global
NSKPD 2021,3.0,3.9,3.6,3.3,4.3,4.0,2.3,2.7,2.5,2.5,3.0,3,3,4,4,4,3,4,5,4,3,3,4,4,4,2,2,3,2,5,3,3,3,2,3,4,4,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.7,4.5,4.6,4.3,4.7,4.5,4.0,4.2,4.5,4.0,4.0,5,4,4,5,4,4,4,5,5,4,5,5,5,4,4,4,4,5,5,4,3,4,4,5,6,4,3,1,0,Volunteer,Global,Global
NSKPD 2021,3.0,4.4,4.2,4.3,4.7,4.0,4.3,4.5,4.0,5.0,4.5,4,4,5,4,4,5,5,4,5,5,4,4,5,3,4,5,4,3,5,2,4,5,5,5,6,6,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.9,4.4,4.4,5.0,3.7,4.5,4.3,3.7,4.5,3.0,3.5,5,5,5,4,5,5,4,4,3,5,3,5,4,5,4,5,4,4,5,3,3,3,3,4,5,2,3,1,0,Volunteer,Global,Global
NSKPD 2021,3.7,3.6,3.6,3.7,3.7,3.5,4.3,3.7,4.0,3.5,3.5,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,4,5,4,5,3,4,3,4,3,4,1,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.9,4.4,5.0,4.3,4.7,4.0,4.7,3.8,4.0,4.0,3.5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,2,4,4,4,3,4,2,2,1,0,Volunteer,Global,Global
NSKPD 2021,3.2,4.4,4.2,4.7,4.3,4.0,4.3,4.2,4.0,5.0,3.5,5,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,3,5,5,4,6,5,4,1,0,Volunteer,Global,Global
NSKPD 2021,3.0,3.4,4.0,3.3,2.3,5.0,4.3,2.8,3.0,1.5,4.0,1,4,5,5,5,5,1,3,3,2,5,5,5,3,5,3,5,1,4,3,3,2,1,5,4,4,4,1,0,Volunteer,Global,Global
