Strong,Drained,Frustrated,Satisfied,Stay,Values,Meaning,Ideas,Country,Staff,Volunteer,Well-being,Needs,Autonomy,Belonging,Competence,Leadership,Understands,Encourages,Listens,Management,Returns,Rewards,Status,Well,3Needsmet,Autonomous,Belongs,Competent,LeaderOK,Understood,Encouraged,Heard,ManagementOK,ReturnsOK,RewardsOK,StatusOK
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,3.5,3.0,3.7,4.0,1.3,1,2,1,3.2,3.5,2.5,3.5,1,1,0,1,1,0,0,0,0,0,1,0,1
1,0,1,1,1,1,1,1,Ecuador,0,1,3.7,3.0,3.0,2.3,4.0,1.0,1,1,1,2.0,1.5,1.5,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,Ecuador,0,1,3.7,2.8,4.0,2.3,1.5,3.0,3,3,3,3.3,2.5,3.5,4.0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,0,0,1,1,0,1,1,Ecuador,0,1,5.0,4.0,4.0,4.0,4.0,4.3,4,4,5,3.5,4.0,2.0,4.5,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,1,0,Ecuador,0,1,3.9,1.9,1.7,1.7,2.5,1.3,2,1,1,1.3,1.0,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,Ecuador,0,1,2.3,5.0,5.0,5.0,5.0,5.0,5,5,5,4.8,4.5,5.0,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,Ecuador,0,1,5.0,4.5,4.7,4.7,4.0,4.0,3,5,4,4.2,3.5,4.5,4.5,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.8,4.4,4.3,4.0,5.0,4.0,4,4,4,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,4.8,5.0,4.7,4.5,5.0,5,5,5,4.3,5.0,3.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,4.8,5.0,4.3,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.8,5.0,5.0,5.0,5.0,4.3,3,5,5,4.0,5.0,3.0,4.0,1,1,1,1,1,1,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,Ecuador,0,1,2.6,4.4,4.7,4.3,4.0,5.0,5,5,5,4.3,5.0,4.0,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,1,Ecuador,0,1,4.8,4.0,4.0,4.0,4.0,4.3,4,5,4,3.3,3.5,3.0,3.5,1,1,1,1,1,1,1,1,1,0,1,0,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,4.9,4.7,5.0,5.0,5.0,5,5,5,4.8,4.5,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.6,4.0,4.0,4.0,4.0,4.0,3,5,4,4.8,4.5,5.0,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Ecuador,0,1,3.4,3.5,3.7,3.0,4.0,3.0,3,3,3,3.7,3.5,3.5,4.0,0,1,1,0,1,0,0,0,0,1,1,1,1
1,1,0,1,1,1,1,1,Ecuador,0,1,3.4,4.8,4.7,5.0,4.5,4.7,4,5,5,4.5,4.5,4.5,4.5,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,Ecuador,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.8,4.0,4.0,4.0,4.0,3.3,3,3,4,4.0,3.5,4.0,4.5,1,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.1,4.5,4.7,4.7,4.0,5.0,5,5,5,4.5,4.5,4.5,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,4.0,4.0,4.0,4.0,3.0,3,3,3,4.2,4.0,3.5,5.0,1,1,1,1,1,0,0,0,0,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.8,4.5,5.0,4.0,4.5,3.0,3,3,3,4.3,3.5,4.5,5.0,1,1,1,1,1,0,0,0,0,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,3.4,4.4,4.3,4.3,4.5,4.3,4,5,4,3.7,4.0,3.0,4.0,0,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.1,4.5,4.3,4.7,4.5,3.0,3,3,3,4.0,5.0,3.0,4.0,1,1,1,1,1,0,0,0,0,1,1,0,1
0,0,0,1,1,1,1,1,Ecuador,0,1,3.9,3.6,3.7,3.7,3.5,3.0,3,4,2,3.5,3.5,3.0,4.0,1,1,1,1,1,0,0,1,0,1,1,0,1
1,0,0,1,0,1,1,1,Ecuador,0,1,4.6,3.9,4.3,4.7,2.0,4.0,5,5,2,3.7,3.0,3.0,5.0,1,1,1,1,0,1,1,1,0,1,0,0,1
1,0,0,1,1,1,1,1,Ecuador,0,1,5.0,2.4,2.3,1.7,3.5,2.0,2,2,2,4.3,3.5,4.5,5.0,1,0,0,0,1,0,0,0,0,1,1,1,1
1,0,0,1,1,1,1,1,Ecuador,0,1,4.8,4.5,4.3,4.3,5.0,3.0,3,3,3,4.5,3.5,5.0,5.0,1,1,1,1,1,0,0,0,0,1,1,1,1
1,0,0,1,1,0,0,1,Ecuador,0,1,4.3,2.2,2.0,1.3,4.0,1.0,1,1,1,2.5,2.5,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,4.6,4.7,5.0,4.0,5.0,5,5,5,4.3,5.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,3.4,3.7,3.0,3.5,3.0,3,3,3,4.2,4.5,4.0,4.0,1,0,1,0,1,0,0,0,0,1,1,1,1
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.7,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.1,5.0,3.0,4.5,4.3,3,5,5,4.2,5.0,5.0,2.5,1,1,1,0,1,1,0,1,1,1,1,1,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.6,4.7,5.0,4.0,4.7,5,4,5,4.7,4.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.8,4.3,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,Kyrgyzstan,0,1,3.2,4.6,4.7,4.3,5.0,4.7,5,4,5,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.0,4.3,3.7,4.0,3.3,4,3,3,3.3,3.5,3.0,3.5,1,1,1,1,1,0,1,0,0,0,1,0,1
1,0,0,1,1,0,1,1,Kyrgyzstan,0,1,4.1,3.9,4.0,3.7,4.0,3.3,2,4,4,3.8,5.0,3.0,3.5,1,1,1,1,1,0,0,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.5,5.0,4.3,4.0,4.3,4,4,5,4.5,4.0,4.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,5.0,5.0,5.0,5.0,4.7,5,4,5,4.3,4.5,4.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.2,4.3,4.7,3.5,4.3,4,4,5,3.8,4.0,4.0,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,Kyrgyzstan,0,1,2.3,4.5,4.0,4.7,5.0,4.3,3,5,5,2.3,3.5,2.0,1.5,0,1,1,1,1,1,0,1,1,0,1,0,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.8,5.0,4.3,5.0,5.0,5,5,5,4.2,4.0,3.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,5.0,5.0,5.0,5.0,3.7,5,3,3,4.5,5.0,3.5,5.0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.4,4.7,4.0,4.5,5.0,5,5,5,4.0,4.0,3.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.5,4.7,4.3,4.5,3.7,4,3,4,4.3,3.5,5.0,4.5,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,0,1,1,1,Kyrgyzstan,0,1,3.4,4.0,4.0,4.0,4.0,4.0,4,5,3,3.7,3.0,3.5,4.5,0,1,1,1,1,1,1,1,0,1,0,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.6,5.0,4.7,4.0,4.7,5,4,5,4.7,4.5,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.0,5.0,5.0,5.0,5.0,3.0,3,3,3,3.3,4.0,3.0,3.0,0,1,1,1,1,0,0,0,0,0,1,0,0
0,0,0,0,1,1,1,1,Kyrgyzstan,0,1,3.9,2.8,3.0,3.0,2.0,3.3,2,4,4,4.0,4.5,3.5,4.0,1,0,0,0,0,0,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.2,4.7,4.0,4.0,4.0,4,3,5,4.7,4.5,5.0,4.5,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.7,4.4,4.0,4.7,4.5,5.0,5,5,5,3.8,5.0,3.0,3.5,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.0,4.0,4.3,3.7,4.0,3.0,3,3,3,4.2,5.0,3.0,4.5,0,1,1,1,1,0,0,0,0,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.5,5.0,4.7,3.5,5.0,5,5,5,4.5,4.5,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,1,Kyrgyzstan,0,1,2.8,3.2,3.3,3.0,3.5,3.3,4,3,3,3.2,3.5,3.5,2.5,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.2,3.7,4.3,5.0,5.0,5,5,5,4.3,4.0,5.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,1,1,Kyrgyzstan,0,1,3.7,3.2,3.3,3.7,2.5,4.3,5,3,5,3.5,4.5,3.0,3.0,1,0,0,1,0,1,1,0,1,1,1,0,0
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.2,4.6,5.0,5.0,3.5,3.0,3,3,3,5.0,5.0,5.0,5.0,0,1,1,1,1,0,0,0,0,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.2,4.5,4.0,4.7,5.0,3.3,3,4,3,4.0,3.0,5.0,4.0,0,1,1,1,1,0,0,1,0,1,0,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.8,5.0,4.7,4.5,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.4,5.0,3.7,4.5,5.0,5,5,5,3.5,3.5,3.0,4.0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.5,4.0,5.0,4.5,4.3,3,5,5,4.8,5.0,4.5,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.4,4.8,4.7,5.0,4.5,4.3,5,3,5,4.5,5.0,4.0,4.5,0,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.7,4.1,4.0,5.0,3.0,3.0,3,2,4,4.7,5.0,5.0,4.0,1,1,1,1,0,0,0,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.8,5.0,5.0,4.0,4.0,4,3,5,4.5,5.0,5.0,3.5,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,0,1,1,Kyrgyzstan,0,1,4.1,3.5,4.0,3.0,3.5,3.3,3,3,4,4.0,3.5,4.0,4.5,1,1,1,0,1,0,0,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.5,5.0,4.0,4.5,4.7,5,4,5,4.8,4.5,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,Kyrgyzstan,0,1,4.1,3.9,4.0,3.7,4.0,4.0,3,5,4,4.3,5.0,5.0,3.0,1,1,1,1,1,1,0,1,1,1,1,1,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,3.6,3.3,4.7,2.5,3.7,2,4,5,4.7,4.5,5.0,4.5,1,1,0,1,0,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.4,4.5,5.0,4.3,4.0,4.0,5,3,4,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,0,1,0,Kyrgyzstan,0,1,3.9,3.4,3.0,3.0,4.5,2.3,3,2,2,3.2,4.5,2.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.2,3.8,4.7,3.3,3.0,4.7,4,5,5,4.8,4.5,5.0,5.0,0,1,1,0,0,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,5.0,5.0,5.0,5.0,4.7,5,4,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.1,4.7,4.3,3.0,3.7,4,3,4,3.8,4.0,4.0,3.5,1,1,1,1,0,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.4,4.7,3.7,5.0,3.7,4,3,4,3.7,4.0,3.5,3.5,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.8,5.0,5.0,4.0,4.7,5,4,5,4.7,5.0,5.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.4,3.9,4.3,3.7,3.5,4.0,3,4,5,5.0,5.0,5.0,5.0,0,1,1,1,1,1,0,1,1,1,1,1,1
1,1,0,1,1,1,1,0,Kyrgyzstan,0,1,2.8,4.9,5.0,5.0,4.5,4.3,5,4,4,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.4,4.1,4.3,5.0,2.5,3.3,3,4,3,4.2,4.0,4.5,4.0,0,1,1,1,0,0,0,1,0,1,1,1,1
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.9,5.0,5.0,4.5,4.7,5,4,5,4.8,5.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.2,5.0,4.7,2.5,4.0,3,4,5,3.5,4.0,3.0,3.5,1,1,1,1,0,1,0,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.4,4.3,5.0,3.5,4.3,5,3,5,3.8,4.0,4.0,3.5,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.0,4.0,4.7,3.0,4.0,3,4,5,4.7,4.0,5.0,5.0,1,1,1,1,0,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.8,5.0,4.7,4.5,5.0,5,5,5,4.5,4.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,Kyrgyzstan,0,1,2.6,4.0,4.3,3.3,4.5,2.0,2,3,1,2.5,2.0,2.0,3.5,0,1,1,0,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.6,4.7,4.7,4.5,4.3,4,5,4,3.3,3.5,3.0,3.5,1,1,1,1,1,1,1,1,1,0,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.9,5.0,5.0,4.5,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.6,5.0,4.7,4.0,4.0,4,4,4,4.5,3.5,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.6,5.0,5.0,3.5,5.0,5,5,5,4.2,4.0,4.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,1,Kyrgyzstan,0,1,3.4,3.9,4.3,3.3,4.0,3.3,3,3,4,3.7,4.5,3.5,3.0,0,1,1,0,1,0,0,0,1,1,1,1,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.5,5.0,4.7,3.5,4.7,5,4,5,4.2,5.0,4.0,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,Kyrgyzstan,0,1,3.4,4.8,5.0,4.7,4.5,4.3,4,4,5,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,4.6,5.0,4.7,4.0,4.7,5,4,5,4.7,5.0,5.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,0,Kyrgyzstan,0,1,3.0,3.6,3.7,4.0,3.0,4.0,4,4,4,5.0,5.0,5.0,5.0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,4.9,5.0,5.0,4.5,4.3,3,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.9,5.0,4.7,5.0,4.3,4,5,4,4.0,4.5,2.5,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.4,4.7,5.0,3.0,4.7,5,5,4,4.7,5.0,5.0,4.0,1,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.5,4.7,4.7,4.0,4.0,5,3,4,4.7,5.0,4.0,5.0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.4,5.0,4.3,3.5,4.7,5,5,4,4.2,5.0,5.0,2.5,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.6,5.0,5.0,3.5,4.7,5,4,5,4.7,5.0,5.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.8,4.3,5.0,5.0,5.0,5,5,5,4.7,5.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,4.8,5.0,5.0,4.0,5.0,5,5,5,4.5,5.0,4.5,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.9,4.7,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.9,5.0,5.0,4.5,5.0,5,5,5,4.8,5.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,5.0,5.0,5.0,5.0,5.0,5,5,5,4.8,5.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.2,4.0,4.3,4.5,4.3,4,4,5,4.7,4.5,4.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.7,4.9,5.0,5.0,4.5,4.0,4,4,4,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.9,5.0,4.7,5.0,5.0,5,5,5,4.5,4.0,4.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.5,5.0,4.3,4.0,4.7,5,5,4,4.7,4.5,4.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,5.0,5.0,5.0,5.0,5.0,5,5,5,4.7,5.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.4,4.3,4.7,4.0,4.0,4,4,4,3.8,4.0,4.0,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.0,4.0,4.3,3.5,4.0,4,3,5,3.7,4.0,3.0,4.0,1,1,1,1,1,1,1,0,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.6,5.0,4.3,4.5,4.3,4,5,4,4.5,4.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,4.1,4.3,4.3,3.5,4.3,5,5,3,4.7,5.0,5.0,4.0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.4,4.0,5.0,4.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.2,4.0,4.3,4.5,4.3,4,5,4,3.8,4.0,3.0,4.5,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.9,4.7,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,5.0,5.0,5.0,5.0,5.0,4.3,4,4,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,Kyrgyzstan,0,1,2.3,4.4,4.7,4.7,3.5,4.0,4,4,4,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.9,4.5,4.7,4.7,4.0,4.3,4,4,5,4.5,5.0,4.0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.9,5.0,5.0,4.5,4.0,5,5,2,4.7,5.0,5.0,4.0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.3,4.4,5.0,4.3,3.5,5.0,5,5,5,4.7,5.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,Kyrgyzstan,0,1,3.2,4.2,4.3,4.3,4.0,5.0,5,5,5,3.0,5.0,1.5,2.5,0,1,1,1,1,1,1,1,1,0,1,0,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.8,3.9,4.3,3.0,4.5,3.7,3,4,4,4.2,5.0,3.5,4.0,1,1,1,0,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,Kyrgyzstan,0,1,3.0,3.2,4.0,2.7,3.0,3.0,3,3,3,3.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,3.5,3.7,4.0,2.5,3.0,3,3,3,3.0,3.0,3.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,3.8,3.7,4.3,3.0,3.7,3,4,4,3.3,3.0,3.0,4.0,1,1,1,1,0,1,0,1,1,0,0,0,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.6,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,Kyrgyzstan,0,1,4.1,4.8,4.7,5.0,4.5,4.7,5,5,4,4.8,4.5,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,Kyrgyzstan,0,1,2.3,4.8,4.7,4.7,5.0,4.3,4,5,4,4.7,5.0,4.5,4.5,0,1,1,1,1,1,1,1,1,1,1,1,1
